0.00451397895813|  2.06324331e+01|  1.00000000e+00|  1.00000000e+00|  6.83951004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39031000e-01| -3.30700000e-03|  -9.87690000e-02| -1.00000000e+00| -2.17000000e-04|  6.20000000e-05|  -5.52000000e-04|  1.45584000e-01|  1.73696000e-01| -8.91110000e-02|  -9.97748000e-01|  1.47470000e-02|  2.54200000e-03| -6.53820000e-02|  -5.63216129e-01| -1.30817932e-01|
0.0152010917664|  2.06401036e+01|  1.00000000e+00|  1.00000000e+00|  7.02629004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39029000e-01| -3.30600000e-03|  -9.87690000e-02| -1.00000000e+00| -2.17000000e-04|  6.10000000e-05|  -5.44000000e-04|  1.45700000e-01|  1.73674000e-01| -8.90890000e-02|  -9.97740000e-01|  1.53150000e-02|  2.59500000e-03| -6.53690000e-02|  -5.63468762e-01| -1.31686003e-01|
0.03200507164|  4.00000000e+01|  1.00000000e+00|  1.00000000e+00|  7.30646004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39026000e-01| -3.30300000e-03|  -9.87680000e-02| -1.00000000e+00| -1.97000000e-04|  8.10000000e-05|  -5.80000000e-04|  1.45754000e-01|  1.73665000e-01| -8.90440000e-02|  -9.97701000e-01|  1.50840000e-02|  2.53600000e-03| -6.60300000e-02|  -5.63724896e-01| -1.32656818e-01|
0.0457060337067|  4.00000000e+01|  1.00000000e+00|  1.00000000e+00|  7.58663004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39026000e-01| -3.31700000e-03|  -9.87730000e-02| -1.00000000e+00| -2.29000000e-04|  7.60000000e-05|  -5.45000000e-04|  1.45947000e-01|  1.73636000e-01| -8.89890000e-02|  -9.97676000e-01|  1.57790000e-02|  2.75000000e-03| -6.62320000e-02|  -5.63907551e-01| -1.35246878e-01|
0.0540311336517|  2.11166599e+01|  1.00000000e+00|  1.00000000e+00|  8.05358004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39026000e-01| -3.30300000e-03|  -9.87690000e-02| -1.00000000e+00| -2.10000000e-04|  8.60000000e-05|  -5.82000000e-04|  1.46042000e-01|  1.73628000e-01| -8.89580000e-02|  -9.97666000e-01|  1.58300000e-02|  2.87500000e-03| -6.63530000e-02|  -5.63954443e-01| -1.35246878e-01|
0.0592219829559|  4.00000000e+01|  1.00000000e+00|  1.00000000e+00|  8.14697004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39030000e-01| -3.30600000e-03|  -9.87690000e-02| -1.00000000e+00| -2.21000000e-04|  6.00000000e-05|  -5.51000000e-04|  1.46118000e-01|  1.73616000e-01| -8.89190000e-02|  -9.97645000e-01|  1.59740000e-02|  2.90000000e-03| -6.66360000e-02|  -5.64194839e-01| -1.36130760e-01|
0.0640621185303|  2.11862825e+01|  1.00000000e+00|  1.00000000e+00|  8.33375004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39025000e-01| -3.30800000e-03|  -9.87710000e-02| -1.00000000e+00| -1.98000000e-04|  7.90000000e-05|  -6.24000000e-04|  1.46197000e-01|  1.73605000e-01| -8.88800000e-02|  -9.97626000e-01|  1.61110000e-02|  2.97500000e-03| -6.68920000e-02|  -5.64263824e-01| -1.36966443e-01|
0.0758581161499|  4.00000000e+01|  1.00000000e+00|  1.00000000e+00|  8.70731004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39031000e-01| -3.30600000e-03|  -9.87690000e-02| -1.00000000e+00| -2.27000000e-04|  5.30000000e-05|  -5.59000000e-04|  1.46280000e-01|  1.73591000e-01| -8.88410000e-02|  -9.97602000e-01|  1.62730000e-02|  3.00100000e-03| -6.72040000e-02|  -5.64429656e-01| -1.38759616e-01|
0.0812439918518|  4.00000000e+01|  1.00000000e+00|  1.00000000e+00|  8.80070004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39028000e-01| -3.31100000e-03|  -9.87710000e-02| -1.00000000e+00| -1.96000000e-04|  6.10000000e-05|  -6.05000000e-04|  1.46465000e-01|  1.73552000e-01| -8.87510000e-02|  -9.97541000e-01|  1.67040000e-02|  3.00000000e-03| -6.80050000e-02|  -5.64567909e-01| -1.38759616e-01|
0.0999751091003|  2.14849047e+01|  1.00000000e+00|  1.00000000e+00|  9.17426004e+00|  -3.44795880e-01| -2.46362820e-01|  1.39029000e-01| -3.30700000e-03|  -9.87690000e-02| -1.00000000e+00| -2.23000000e-04|  6.60000000e-05|  -5.66000000e-04|  1.46573000e-01|  1.73527000e-01| -8.87040000e-02|  -9.97513000e-01|  1.69130000e-02|  3.07200000e-03| -6.83560000e-02|  -5.64764483e-01| -1.40874152e-01|
