0.026687, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,-2.549547e-02, -2.465496e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.280000e-03,-2.095550e-01, 5.584980e-01,-3.311000e-03, -3.217000e-03, 3.650000e-04,-9.999890e-01, 6.819000e-03,-2.088460e-01,  4.742370e-01,-3.471000e-03,-7.372000e-03, 2.648000e-03,-9.999630e-01,  7.307000e-03,-2.084800e-01, 4.092850e-01, 5.155000e-03,-1.220400e-02,  2.432000e-03,-9.999090e-01
0.048704, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,-2.549547e-02,  6.873504e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.291000e-03,-2.095780e-01, 5.584960e-01,-4.196000e-03, -4.064000e-03, 2.780000e-04,-9.999830e-01, 6.821000e-03,-2.088440e-01,  4.742360e-01,-3.467000e-03,-7.355000e-03, 2.650000e-03,-9.999640e-01,  7.312000e-03,-2.084790e-01, 4.092640e-01, 5.153000e-03,-1.200800e-02,  2.407000e-03,-9.999120e-01
0.060113, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,-2.549547e-02,  6.873504e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.277000e-03,-2.095540e-01, 5.584980e-01,-3.216000e-03, -3.129000e-03, 3.680000e-04,-9.999900e-01, 6.822000e-03,-2.088450e-01,  4.742360e-01,-3.470000e-03,-7.365000e-03, 2.644000e-03,-9.999630e-01,  7.312000e-03,-2.084800e-01, 4.092640e-01, 5.159000e-03,-1.199700e-02,  2.406000e-03,-9.999120e-01
0.107309, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,-1.3167990e-01, -1.7744100e-02,-3.8289900e-02, 0.0000000e+00, 0.0000000e+00,  0.0000000e+00,-2.5495470e-02,-1.1804496e-01, 1.0048764e-01,  0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,  9.1610000e-03,-2.0953800e-01, 5.5853700e-01, 3.3000000e-04,  1.2400000e-04, 7.0800000e-04,-1.0000000e+00, 6.8190000e-03, -2.0884600e-01, 4.7423700e-01,-3.4760000e-03,-7.3660000e-03,  2.6490000e-03,-9.9996300e-01, 7.3100000e-03,-2.0848000e-01,  4.0926500e-01, 5.1620000e-03,-1.2005000e-02, 2.4090000e-03, -9.9991200e-01
0.134274, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,-1.3167990e-01, -1.7744100e-02,-3.8289900e-02, 0.0000000e+00, 0.0000000e+00,  0.0000000e+00,-2.5495470e-02,-2.4654960e-02, 1.0048764e-01,  0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,  9.3470000e-03,-2.0957100e-01, 5.5847300e-01,-5.5260000e-03, -5.2680000e-03, 1.6000000e-04,-9.9997100e-01, 6.8180000e-03, -2.0884600e-01, 4.7423700e-01,-3.4750000e-03,-7.3610000e-03,  2.6440000e-03,-9.9996300e-01, 7.3130000e-03,-2.0848000e-01,  4.0926600e-01, 5.1610000e-03,-1.1998000e-02, 2.4000000e-03, -9.9991200e-01
0.165932, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,-2.549547e-02, -2.465496e-02,-8.629236e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.311000e-03,-2.095580e-01, 5.584860e-01,-4.237000e-03, -4.069000e-03, 2.810000e-04,-9.999830e-01, 6.819000e-03,-2.088460e-01,  4.742380e-01,-3.470000e-03,-7.353000e-03, 2.634000e-03,-9.999630e-01,  7.311000e-03,-2.084790e-01, 4.092850e-01, 5.150000e-03,-1.220700e-02,  2.414000e-03,-9.999090e-01
0.208232, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 6.789453e-02,  6.873504e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.159000e-03,-2.095370e-01, 5.585370e-01, 3.300000e-04,  1.280000e-04, 7.060000e-04,-1.000000e+00, 6.819000e-03,-2.088450e-01,  4.742370e-01,-3.472000e-03,-7.366000e-03, 2.650000e-03,-9.999630e-01,  7.311000e-03,-2.084790e-01, 4.092830e-01, 5.150000e-03,-1.220700e-02,  2.403000e-03,-9.999090e-01
0.230105, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,-1.3167990e-01, -1.7744100e-02,-3.8289900e-02, 0.0000000e+00, 0.0000000e+00,  0.0000000e+00,-1.1888547e-01,-2.4654960e-02, 1.0048764e-01,  0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,  9.2770000e-03,-2.0955400e-01, 5.5849700e-01,-3.2260000e-03, -3.1330000e-03, 3.6800000e-04,-9.9999000e-01, 6.8170000e-03, -2.0884600e-01, 4.7423600e-01,-3.4780000e-03,-7.3500000e-03,  2.6420000e-03,-9.9996300e-01, 7.3110000e-03,-2.0847900e-01,  4.0928500e-01, 5.1540000e-03,-1.2208000e-02, 2.4160000e-03, -9.9990900e-01
0.26706, 0.        , 0.        , 0.        ,-0.1316799 ,-0.0177441 ,-0.0382899 ,  0.        , 0.        , 0.        ,-0.02549547,-0.02465496, 0.00709764,  0.        , 0.        , 0.        , 0.        , 0.008596  ,-0.20983   ,  0.558648  ,-0.720353  ,-0.693411  ,-0.013701  ,-0.009169  , 0.00682   , -0.208846  , 0.474237  ,-0.003476  ,-0.007362  , 0.002648  ,-0.999963  ,  0.007317  ,-0.208482  , 0.409262  , 0.005163  ,-0.012007  , 0.002441  , -0.999912  
0.315314, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00,-2.549547e-02, -2.465496e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.279000e-03,-2.095560e-01, 5.584970e-01,-3.234000e-03, -3.145000e-03, 3.740000e-04,-9.999900e-01, 6.818000e-03,-2.088470e-01,  4.742380e-01,-3.473000e-03,-7.361000e-03, 2.653000e-03,-9.999630e-01,  7.310000e-03,-2.084800e-01, 4.092830e-01, 5.147000e-03,-1.221200e-02,  2.412000e-03,-9.999090e-01
0.347861, 0.000000e+00, 0.000000e+00, 0.000000e+00,-1.316799e-01,-1.774410e-02, -3.828990e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 6.789453e-02,  6.873504e-02, 7.097640e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00,  0.000000e+00, 9.346000e-03,-2.095720e-01, 5.584730e-01,-5.582000e-03, -5.320000e-03, 1.560000e-04,-9.999700e-01, 6.819000e-03,-2.088470e-01,  4.742380e-01,-3.472000e-03,-7.356000e-03, 2.648000e-03,-9.999630e-01,  7.312000e-03,-2.084790e-01, 4.092850e-01, 5.154000e-03,-1.219400e-02,  2.414000e-03,-9.999100e-01
