"Time Steps" "Input pressure setpoint(psi)" "Output Angle (deg)"
775 22.3539857673382 20.4874907106604
776 22.3778822170712 20.5060510762541
777 22.4040548779944 20.5270864518128
778 22.4293273316511 20.540667112675
779 22.4538536598347 20.5546071660816
780 22.4783847507648 20.5688131604863
781 22.5040338021092 20.5861238778855
782 22.5286578037834 20.601640481038
783 22.5530844121811 20.6179519821486
784 22.576964929856 20.5820050551303
785 22.6043665847937 20.658764471255
786 22.6293775830933 20.6676293533495
787 22.6548516419964 20.6839515715463
788 22.6787698724711 20.6977316033758
789 22.7032973202549 20.7560451250399
790 22.728634626795 20.7337739721293
791 22.754309236723 20.7394948817156
792 22.7795719282275 20.766652613668
793 22.8045964676073 20.783703560068
794 22.8294765854527 20.8030463865608
795 22.8539749653178 20.8216943161154
796 22.8785200871789 20.8325376120049
797 22.9036079118549 20.848961136352
798 22.9285078733795 20.8638441728831
799 22.9532474143796 20.8898112400179
800 22.9770765438669 20.9119608304843
801 23.002006631805 20.923883286486
802 23.0266484423325 20.9316205887164
803 23.051802060726 20.958363094243
804 23.0773729990052 21.0671295529307
805 23.1016815203845 21.0373307351116
806 23.1264423085132 20.9946080952753
807 23.1514004039102 21.015253460566
808 23.1771510776787 21.0279745231784
809 23.2016379216482 21.0481293978172
810 23.2272536396574 21.0619212845504
811 23.2517157581646 21.0774993690019
812 23.2775052270876 21.0914424237186
813 23.3014765926679 21.1151949032625
814 23.3272689227888 21.137786547588
815 23.3516896080299 21.1551289851773
816 23.3764021312129 21.2378346748525
817 23.4016602368465 21.2874717517658
818 23.4269085542669 21.2996707939265
819 23.4520099833492 21.3044278889805
820 23.4773355366922 21.2312743104227
821 23.5020106366092 21.24704933293
822 23.5266335206876 21.2615054826062
823 23.551503029293 21.2841619339599
824 23.5774349756431 21.2998685262608
825 23.6019082892245 21.3195255187917
826 23.626943329525 21.3332410629815
827 23.6514888042731 21.3514824049294
828 23.6765355866911 21.3682342681434
829 23.7027379984275 21.461158370927
830 23.7270263039044 21.3826048186265
831 23.7516929287652 21.4607945145628
832 23.7769478437095 21.4390734126802
833 23.8012664830888 21.4187857244775
834 23.8249631125289 21.4415630238799
835 23.8505310233939 21.4646754462621
836 23.8751499787675 21.4771744719164
837 23.9000997690381 21.5009411744176
838 23.9261611290813 21.517678890551
839 23.9515504262652 21.5387890016063
840 23.9769578127725 21.556317099116
841 24.0012837919916 21.5794015301168
842 24.0264475376417 21.7029402446607
843 24.0508759872998 21.7194253853617
844 24.0761491728299 21.7343343103936
845 24.1013046926085 21.7535623933935
846 24.1266043919132 21.7552911210193
847 24.1515117260971 21.7742808962957
848 24.1762906147111 21.8023769972379
849 24.2007981305337 21.7977833824146
850 24.2269524093351 21.8278488482404
851 24.2497822607267 21.8370116628899
852 24.2747919086456 21.8523863797031
853 24.2996731578451 21.8635045908646
854 24.3244578056052 21.873689035953
855 24.3493200631835 21.885828904227
856 24.3747896870448 21.8974021618293
857 24.4010105229258 21.9097534809505
858 24.4259217900938 21.9180158420796
859 24.4512459799994 21.9074867268658
860 24.4759610287001 21.9404643432171
861 24.5010933998073 21.94038115153
862 24.5258992220155 21.9650343324808
863 24.550029443863 21.9776782816435
864 24.575795547423 21.9884718341994
865 24.6011233033465 22.006015735791
866 24.6260451502426 22.0167895562647
867 24.6512930691889 22.0236254998291
868 24.6758771647693 22.0318052339128
869 24.7011879274043 22.0447873797749
870 24.7261222802207 22.0608170028855
871 24.7509939279022 22.070218820927
872 24.7767240521434 22.0769486068843
873 24.8007826890834 22.0909194029907
874 24.826325143874 22.1026840850457
875 24.8514560811987 22.1153287654937
876 24.876538034645 22.1252223874016
877 24.9015806107962 22.1387896108414
878 24.9260124177038 22.1523151609524
879 24.9510946410208 22.1659214510214
880 24.9769715195304 22.1769655640569
881 25.001475310096 22.1892302748088
882 25.0269293204967 22.2050943394207
883 25.0504648358975 22.2170820989331
884 25.0755993467132 22.2261883562921
885 25.1007966567644 22.2381312829915
886 25.1264331366993 22.2508517611948
887 25.1511656324503 22.2621302928989
888 25.176958882461 22.2735136769545
889 25.2008493254416 22.2822919606228
890 25.2261163065766 22.296363648873
891 25.2521819999518 22.3074898070407
892 25.2765429746559 22.3155999906801
893 25.3013939303384 22.3281454541468
894 25.3262720573982 22.3416800240329
895 25.3516949328959 22.3538275411651
896 25.3769646843785 22.3649556969712
897 25.401571778488 22.383181745624
898 25.4261020631792 22.3923674348531
899 25.4518216507413 22.407648717087
900 25.476680546764 22.4202890989292
901 25.5014841375211 22.4348728616319
902 25.5263151702836 22.4444540643021
903 25.5512798943148 22.4564335481754
904 25.5764635223024 22.4658066128486
905 25.6016066736355 22.4818371676832
906 25.6259930865347 22.4924360463073
907 25.6513266075728 22.5055917665324
908 25.6762887518973 22.5153042530262
909 25.7009663221224 22.5322112201336
910 25.7255103798923 22.5430028176212
911 25.7509741956628 22.5558505418106
912 25.7757254767612 22.5673765443985
913 25.8018347692734 22.5838095696479
914 25.8264235895321 22.5963558120508
915 25.8520113551735 22.6114948609761
916 25.8762933283569 22.6224279452097
917 25.9018310519787 22.6376064636631
918 25.9269238029619 22.6474905110564
919 25.9515745386957 22.6603914459197
920 25.9759869997064 22.6725732976385
921 26.0019665684643 22.6874747150807
922 26.0270289308461 22.7002599126436
923 26.0516958500881 22.7163778549426
924 26.0764041657728 22.7275705383609
925 26.1019577341604 22.7131414336617
926 26.1269487646466 22.7537822666885
927 26.1512820705353 22.7636227888919
928 26.1764588678596 22.7759530158372
929 26.2023975787771 22.7882950844611
930 26.2254997843391 22.7966745308604
931 26.25093733978 22.8096945784804
932 26.2754282925122 22.8311378089618
933 26.2990981049731 22.8391251284353
934 26.3254808719748 22.8530509563244
935 26.3486823638688 22.866331018732
936 26.3768718058448 22.8747769592106
937 26.4029502215544 22.8442449271919
938 26.4282433748088 22.8171855242209
939 26.4533765102518 22.831008561258
940 26.4780008983219 22.8413735979348
941 26.5031253988774 22.8585280243697
942 26.5288320003672 22.8708987974603
943 26.5529431634825 22.8850427132985
944 26.5774911599712 22.8949720506095
945 26.6027562431098 22.9038631605178
946 26.6277984945799 22.9280462864517
947 26.6525146877172 22.9472777274541
948 26.6779878685416 22.9477417665115
949 26.7033383958357 22.9265660605235
950 26.7285365704381 22.9693948522731
951 26.7532551667535 22.9905319756492
952 26.7789767159396 23.0083859774135
953 26.8028395115046 23.0155745996502
954 26.8281191706921 23.0292150326841
955 26.8542576294026 23.0519433513108
956 26.8785650904631 23.0624059801464
957 26.9035991595142 23.0766040497692
958 26.9287031209338 23.0898578410936
959 26.9536047506885 23.0924668661582
960 26.9777562825785 23.1190637270588
961 27.0036625677499 23.1111893890481
962 27.0282250943413 23.1323826623105
963 27.0528530117743 23.1478006259569
964 27.0762973501679 23.1572144009862
965 27.1011704657993 23.1722611725702
966 27.1249295935816 23.173478783789
967 27.1507675931289 23.1838746311749
968 27.1757616307334 23.1997676838976
969 27.2032200794803 23.2176796544584
970 27.2285272090682 23.2296936429771
971 27.2536874106047 23.2449747850606
972 27.2784400148089 23.4914051137663
973 27.3041344087603 23.5082812899256
974 27.3286810079458 23.5209149782675
975 27.3540822446339 23.5362657455481
976 27.3782210246711 23.4941749051596
977 27.4034106335673 23.4885038299624
978 27.428259577053 23.479720828671
979 27.4525779509162 23.5266015867732
980 27.4789035638895 23.5286066185396
981 27.5040590512337 23.5186925655238
982 27.5289383983133 23.5312495523393
983 27.5533526776859 23.5485549345432
984 27.5779928677393 23.5890566424146
985 27.6036773439432 23.5812439677511
986 27.6292260751501 23.5868265376203
987 27.6533682081864 23.6029492041906
988 27.678319179601 23.6323021746916
989 27.7040328246671 23.6558717396352
990 27.7284897298998 23.6476399292561
991 27.7536707971734 23.6980597789842
992 27.7785747873378 23.6961232441706
993 27.8033571509261 23.7072499949124
994 27.8288717923835 23.7221656266003
995 27.8538058773405 23.7408805748213
996 27.8773660603047 23.754517875391
997 27.9000798725879 23.7557774835422
998 27.9246145403107 23.7640815727628
999 27.948576424453 23.7785563687053
1000 27.9754315002919 23.7866543653998
