Time Input_psi Output_deg
1 19.3625159 -7.19862939522972
2 19.3447816849885 -7.25198416130417
3 19.2653724561159 -7.47986137912379
4 19.2131043730201 -7.63886364198533
5 19.1532283840203 -7.85290303889367
6 19.1003288448218 -7.99852078520388
7 19.0425724949528 -8.2164023520377
8 18.9798534189609 -8.50752886050821
9 18.944058769016 -8.70779545874396
10 18.8584148055042 -8.90064972601039
11 18.8142195005376 -9.14208112203744
12 18.7622297374957 -9.39538562613069
13 18.6926929133899 -9.67540488413498
14 18.6370470264476 -9.89523575130988
15 18.5829544330827 -10.1597263348337
16 18.5244712973778 -10.3557040681898
17 18.4617490521139 -10.6390444308626
18 18.4008967865784 -10.8243707851829
19 18.3516138476469 -11.0446450049822
20 18.2790672077952 -11.2620761493639
21 18.2249248711121 -11.5107750422415
22 18.1607332260841 -11.709404376807
23 18.1058806925889 -11.943201872881
24 18.047268827935 -12.1204954094292
25 17.9871911885731 -12.3576457345546
26 17.9196628115662 -12.611387837097
27 17.8720844800225 -12.7559685291829
28 17.8575369591335 -12.8778895362187
29 17.7558395719702 -13.2449190409689
30 17.6824241498473 -13.4115642539168
31 17.6136175729447 -13.649098546899
32 17.5551134178263 -13.8087418524596
33 17.4940294434843 -13.9956181866261
34 17.4370724178746 -14.1800698285927
35 17.3694647238681 -14.3274376495805
36 17.295222214549 -14.4827157967753
37 17.2500665089411 -14.640334236436
38 17.1772716300637 -14.781318388446
39 17.1222576328678 -14.9413180208838
40 17.0455084913925 -15.056385271853
41 17.013954561776 -15.1406499772993
42 16.9457935895071 -15.3358438943502
43 16.8682042638589 -15.4885260633386
44 16.7855563908145 -15.5898780167586
45 16.7311011639361 -15.7498563790307
46 16.6891705034693 -15.778822812871
47 16.5986709425763 -15.9975523675041
48 16.5382016307658 -16.0642622484038
49 16.4512416932416 -16.1833918909978
50 16.3998279852096 -16.2593147517905
51 16.3575825103407 -16.3346013243411
52 16.2843210843461 -16.4414026784313
53 16.2050421918706 -16.5595405643427
54 16.1455088464132 -16.660797091491
55 16.0869559218746 -16.7483469954442
56 16.0243947371357 -16.8200858346
57 15.9553343232417 -16.9061201172783
58 15.8772218870342 -17.0460377469087
59 15.7987241660548 -17.1522414306722
60 15.73679615632 -17.209798394964
61 15.6832961756909 -17.2855227490895
62 15.6125316857299 -17.3755208441401
63 15.5337891582099 -17.4422104625797
64 15.4787304765134 -17.5233015808354
65 15.412922672365 -17.5838872097136
66 15.3386838526388 -17.6609335789384
67 15.2647281979064 -17.7279990274116
68 15.2054991660319 -17.7948409475628
69 15.1433731962568 -17.8586229487375
70 15.0873180110752 -17.9091915542269
71 15.0253831384141 -17.9871573400487
72 14.9355765652811 -18.0259900190238
73 14.8770982090786 -18.0813973978583
74 14.8348808114973 -18.1310627176615
75 14.7531186198569 -18.1527149247177
76 14.6710311678355 -18.2144641207495
77 14.6003344363885 -18.2747689497294
78 14.5480515813068 -18.3071428247466
79 14.4728080960519 -18.3526840079957
80 14.3930374848567 -18.3938929915537
81 14.3327110760844 -18.4321254006857
82 14.2540109989874 -18.4598361742137
83 14.2232794693873 -18.4946367802894
84 14.1327152742985 -18.5272702031325
85 14.055201685748 -18.5530266930624
86 14.0067379108225 -18.5688799820517
87 13.9502891847317 -18.5909599646806
88 13.8520174450379 -18.6188376898892
89 13.7986089740954 -18.6404392127131
90 13.731190647363 -18.6567826364477
91 13.672792771684 -18.6734633501431
92 13.6095053154859 -18.68599350922
93 13.5609404999486 -18.6972077963717
94 13.4772102824588 -18.7010938104544
95 13.4332133417125 -18.706313843319
96 13.3561165733861 -18.7127166337592
97 13.2672819370372 -18.7152889809679
98 13.2086057066842 -18.7143900463606
99 13.1499466809105 -18.7142843660306
100 13.0730331625794 -18.7108245966152
101 12.9967098539265 -18.7050606254925
102 12.9279145204509 -18.6998674971024
103 12.8724513348328 -18.6920640470213
104 12.8345247299055 -18.6848409545157
105 12.7424168129822 -18.6768880272455
106 12.6824445150109 -18.6714017252033
107 12.6458300377428 -18.6626915072319
108 12.5892203745559 -18.6553862534324
109 12.502091692679 -18.6480126698593
110 12.4179339874718 -18.6293459089966
111 12.3731893780158 -18.6276084414238
112 12.3215407753052 -18.6250709632794
113 12.2577248201706 -18.6134946480228
114 12.1893156839326 -18.605454950915
115 12.1161736013066 -18.602390789413
116 12.0503726467419 -18.6002175350546
117 11.9914748103357 -18.5996533936098
118 11.9394621915715 -18.6017415819425
119 11.879091437574 -18.6068738640685
120 11.8149550477678 -18.6104276878939
121 11.77398748412 -18.6168436609522
122 11.7004098258369 -18.6281456494204
123 11.6361886403387 -18.6414716507392
124 11.5767920845196 -18.6484362582601
125 11.5071080537042 -18.6654086503531
126 11.4527682051628 -18.6743547551899
127 11.3946201000743 -18.6853908367417
128 11.3449158897298 -18.6920363862014
129 11.2983367724665 -18.6989101079854
130 11.2292324037509 -18.7151160703018
131 11.1699390535284 -18.7206655183304
132 11.1070512824018 -18.7300106457485
133 11.0449360226629 -18.7389158570118
134 10.9840135258834 -18.7492286383954
135 10.9341005433352 -18.7581149249767
136 10.87853847154 -18.7660644099214
137 10.8162229726975 -18.771917710619
138 10.7666290331167 -18.7779139075018
139 10.717390684254 -18.7843152448465
140 10.6608595498023 -18.7918042848265
141 10.6066364489654 -18.7984086576051
142 10.5584808857064 -18.8048899247338
143 10.5003642795502 -18.8105159232344
144 10.4574071314393 -18.8143756080439
145 10.3872599078771 -18.8210721838295
146 10.3430123772993 -18.8258715025164
147 10.2812625650394 -18.8320478552849
148 10.2459886008895 -18.8357581358372
149 10.1916814073533 -18.8401343665646
150 10.1351421790847 -18.8432086796642
151 10.0886644781992 -18.8487603082288
152 10.0330082741158 -18.8527625175922
153 9.99023223678895 -18.8558494348119
154 9.93715664612184 -18.8601330408806
155 9.89929780259916 -18.8532070517295
156 9.84089411647936 -18.8531046661746
157 9.8080924847091 -18.8508715542623
158 9.74730613097339 -18.8501611469356
159 9.69807695390823 -18.8475751826835
160 9.65561905959225 -18.8441992356615
161 9.61703977985022 -18.8423111373101
162 9.55971430981757 -18.8408819427274
163 9.52161817191582 -18.8365233500835
164 9.48030940655626 -18.8329019824527
165 9.43632696453569 -18.8290018228124
166 9.39345764882679 -18.8262838892173
167 9.35615242922414 -18.8176285981756
168 9.31042641643894 -18.810867036365
