Time Input_psi Output_deg
1 15.1900036 -6.94628338438738
2 15.1726974215823 -7.06086284581784
3 15.1512533267005 -7.13253109775781
4 15.1283411917156 -7.2952679618486
5 15.1111238370244 -7.399369937061
6 15.0943381522167 -7.59832632802563
7 15.0808283407685 -7.80858340726716
8 15.0591727646741 -8.01581114697218
9 15.0428644001206 -8.12000478915856
10 15.0256372451254 -8.39116362901903
11 15.0135988771787 -8.56211095980382
12 14.9904689078345 -8.78733057186214
13 14.9798608319786 -8.86245699109922
14 14.9637475802439 -9.10720296057783
15 14.9471913278375 -9.34239169426962
16 14.9297793264133 -9.48156749289894
17 14.9152012154987 -9.70557954754819
18 14.9015181955718 -9.87995975793693
19 14.8860346017083 -10.0494839502732
20 14.871163876072 -10.2678118355254
21 14.8578071217367 -10.4336761904782
22 14.8425819214168 -10.6867752125698
23 14.827408447792 -10.9396122982518
24 14.8157892571725 -11.0515948129342
25 14.8002709656675 -11.307238121031
26 14.7909226550972 -11.5067015501057
27 14.7760651465471 -11.6414476771864
28 14.7596281050952 -11.8448130804413
29 14.7481465437527 -11.9994662804638
30 14.7365127364063 -12.1872952439075
31 14.7229957691731 -12.3283258236193
32 14.713725975443 -12.4679351988677
33 14.7018852238765 -12.6159121974808
34 14.6906287493342 -12.7978438188096
35 14.6757352666406 -12.9257977340729
36 14.6627557857364 -13.03113682753
37 14.6493243360562 -13.2234012155428
38 14.6395400183286 -13.3431575561332
39 14.6330100351156 -13.4367208258842
40 14.6199392243613 -13.6088086387333
41 14.6089251284337 -13.700130621209
42 14.5980373484478 -13.8118954284219
43 14.5891027227676 -13.9555094350489
44 14.5785709051313 -14.0688671920021
45 14.568055871443 -14.2061980352172
46 14.5605879379224 -14.3090906491856
47 14.5496728169094 -14.4279399431052
48 14.5408719013546 -14.5302931342124
49 14.5321308242245 -14.6382860135861
50 14.5207373997391 -14.763487777035
51 14.5087115396987 -14.8525382667053
52 14.4993658015168 -14.9841624780922
53 14.491594293241 -15.0766081691286
54 14.4814583772808 -15.1940482553183
55 14.4761286368173 -15.260718585865
56 14.4631668336972 -15.3867849091069
57 14.4571328713528 -15.4821873556728
58 14.4498581991688 -15.581116427498
59 14.4403396960118 -15.6437538384755
60 14.4286523224823 -15.7414369428896
61 14.4230177135543 -15.8316796588524
62 14.4136922738214 -15.9516537842696
63 14.4057483474734 -16.0429156896744
64 14.3971345720887 -16.1260371074019
65 14.390065128696 -16.1849573749066
66 14.382874101809 -16.2468052280602
67 14.3722568213812 -16.3835466307086
68 14.3639722691186 -16.4648521627482
69 14.3569000628815 -16.517118089707
70 14.3480740012067 -16.6109210131105
71 14.3408634304638 -16.6778735629703
72 14.3346176198007 -16.7575891806512
73 14.3259006841533 -16.848198031258
74 14.3195868101109 -16.9266405899242
75 14.3117743228838 -16.9925015087921
76 14.304565842176 -17.0777490158662
77 14.2981697653439 -17.1350701209225
78 14.2911338622623 -17.1945440950449
79 14.2830794493933 -17.2680570461302
80 14.2783290763312 -17.3078120879831
81 14.2693025488816 -17.4247244944181
82 14.2609970261715 -17.4872611181318
83 14.2546485406766 -17.5400454031955
84 14.2456474633071 -17.606111377853
85 14.2394253812649 -17.6361508043093
86 14.2326873797507 -17.6889513258978
87 14.225631934708 -17.7557427109408
88 14.2158962670453 -17.8314702777179
89 14.2092593515249 -17.8825151315425
90 14.2028255937306 -17.9436878563262
91 14.1962008633577 -17.9869967748809
92 14.1877838599321 -18.0458803484329
93 14.1804067523019 -18.0990998011858
94 14.1740820079712 -18.1515298847739
95 14.1662543001665 -18.1867442753047
96 14.1599111144188 -18.2148477412511
97 14.1509566957075 -18.2891710150003
98 14.1442377371246 -18.3433705671692
99 14.1347791548374 -18.3883003406245
100 14.1263242058974 -18.4328243151974
101 14.1181586304534 -18.4841599470062
102 14.1099893982274 -18.520619969528
103 14.1046190244997 -18.5558960201377
104 14.0933379382932 -18.590918934414
105 14.0840816694568 -18.625581635915
106 14.0771477625714 -18.6610170681043
107 14.0666570041435 -18.6972442692876
108 14.0595461329299 -18.740002412388
109 14.0518277442099 -18.7644616575485
110 14.0430559385295 -18.8177929034042
111 14.0331491814769 -18.8517364389204
112 14.0271135413759 -18.8741128346993
113 14.0171545549633 -18.9205325940405
114 14.0021087188594 -18.9401761854906
115 13.9970211446382 -18.9574879008682
116 13.9864550242004 -18.9907930056531
117 13.9790556215666 -19.0124520167642
118 13.9658347878574 -19.0609368507132
119 13.9550825714625 -19.0962729953765
120 13.9476324857098 -19.1441442801255
121 13.9334716890977 -19.1965690053438
122 13.9260638278293 -19.2639261291776
123 13.9148557673873 -19.3166745086257
124 13.907558547656 -19.3758950129028
125 13.8927409015394 -19.4816127638321
126 13.8776366176613 -19.5529502837785
127 13.8677685191833 -19.6043612353561
128 13.8565831866615 -19.6756825976624
129 13.8427322118931 -19.7304023357604
130 13.8320635569479 -19.8025742301508
131 13.8155898542462 -19.8572438468276
132 13.8075526328824 -19.9129981019434
